Date,Total Employees,Total Employees Not Laid Off,Active,Non Active,Laid Off,PlaceBoardCount,Available,Available Percent,TPD Revenue,TPD Bins,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT06,WT08,WT09
12/1/2017,498,405,444,54,93,,351,70.48%,15,Bad,3.8,,0,0,0,35,47,26,290,280,16.1,18.1,,,,,,
12/2/2017,498,410,445,53,88,1,357,71.49%,19,Good,2.24,,0,0,0,31,42,22,260,20,6.9,8.9,,,,,,
12/3/2017,498,408,444,54,90,2,354,70.68%,20,Good,7.61,,0.18,1.9,0,35,39,27,330,340,21,25.9,1,,,,,
12/4/2017,498,424,444,54,74,1,370,74.1%,30,Great,9.4,,0.01,0.2,2,28,31,22,260,260,28,32,1,,,,,
12/5/2017,498,418,444,54,80,4,364,72.29%,22,Good,10.51,,0,0,1.2,29,34,21,260,250,23.9,32,,,,,,
12/6/2017,498,410,445,53,88,,357,71.69%,20,Good,2.01,,0,0,1.2,22,30,10,80,80,8.9,10.1,,,,,,
12/7/2017,498,415,442,56,83,3,359,71.49%,19,Good,1.12,,0,0,1.2,23,34,14,280,230,6,6,,,,,,
12/8/2017,498,416,443,55,82,2,361,72.09%,22,Good,2.24,,0,0,1.2,22,34,12,240,240,8.1,8.1,1,,,,1,
12/9/2017,498,431,442,56,67,,375,75.3%,27,Great,2.01,,0,0,1.2,20,35,11,260,240,6.9,6.9,1,1,,,1,
12/10/2017,498,420,443,55,78,3,365,72.69%,21,Good,2.91,,0,0,1.2,20,33,12,50,50,19.9,23,1,,,,1,
12/11/2017,498,415,444,54,83,6,361,71.29%,23,Great,1.12,,0,0,1.2,21,32,13,340,340,8.1,8.9,1,,,,,
12/12/2017,498,423,443,55,75,10,368,71.89%,21,Good,2.91,,0,0,1.2,19,32,8,30,20,15,19,1,1,,,1,
12/13/2017,498,425,440,58,73,4,367,72.89%,24,Great,2.24,,0.1,1,0,24,31,13,20,10,10.1,13,1,1,,,,
12/14/2017,498,432,439,59,66,6,373,73.69%,23,Great,3.36,1305,0,0,1.2,19,27,11,100,100,15,16.1,,,,,,
12/15/2017,498,424,439,59,74,8,365,71.69%,24,Great,3.13,2010,0,0,1.2,20,35,16,20,20,13,17,,,,,,
12/16/2017,498,421,438,60,77,6,361,71.29%,23,Great,5.37,2257,0.01,0,1.2,30,37,21,250,260,14.1,19,1,,,,,
12/17/2017,498,430,440,58,68,8,372,73.09%,24,Great,9.4,547,0,0,1.2,29,36,19,300,280,25.1,35.1,,,,,,
12/18/2017,498,416,440,58,82,4,358,71.08%,24,Great,8.05,1211,0,0,0,35,48,26,270,260,25.1,32,,,,,,
12/19/2017,498,411,438,60,87,2,351,70.08%,24,Great,2.24,1332,0.1,1.1,0,33,33,27,340,340,6.9,8.1,1,,,,,
12/20/2017,498,407,441,57,91,4,350,69.48%,16,OK,7.38,610,0.28,2.9,1.2,24,28,4,350,360,17,23,1,,,,1,
12/21/2017,498,409,442,56,89,2,353,70.48%,21,Good,0.89,1756,0,0,3.1,7,18,-4,280,280,6.9,6.9,,,,,,
12/22/2017,498,417,440,58,81,2,359,71.69%,23,Great,8.05,1519,0.18,1.5,3.9,16,21,9,310,270,14.1,16.1,1,,,,1,
12/23/2017,498,416,441,57,82,2,359,71.69%,24,Great,4.47,205,0.05,0.5,3.9,7,10,-3,260,270,10.1,13,1,,,,1,
12/24/2017,498,406,442,56,92,2,350,69.88%,14,Bad,2.01,2158,0,0,3.9,0,9,-10,40,40,8.1,8.9,,1,,,1,
12/25/2017,498,391,442,56,107,5,335,66.27%,19,Good,4.25,1718,0.06,0.5,3.9,3,10,-3,340,340,12.1,13,1,,,,1,
12/26/2017,498,395,442,56,103,8,339,66.47%,26,Great,2.01,738,0,0,3.9,3,8,-2,90,40,6,6.9,,,,,1,
12/27/2017,498,403,443,55,95,7,348,68.47%,14,Bad,1.34,2041,0.04,0.4,3.9,4,14,0,360,20,6.9,6.9,1,,,,1,
12/28/2017,498,411,444,54,87,10,357,69.68%,22,Good,2.01,2357,0.01,0.2,5.1,12,16,7,350,340,10.1,13,1,,,,,
12/29/2017,498,412,442,56,86,6,356,70.28%,16,OK,10.74,324,0.64,9,5.9,5,8,-5,340,340,21,25.1,,,,,,
12/30/2017,498,420,442,56,78,4,364,72.29%,11,Bad,7.38,1445,0.16,3.8,9.8,-4,2,-9,350,340,17,19.9,,,,,,
12/31/2017,498,428,443,55,70,2,373,74.5%,23,Great,0.89,42,0.01,0.2,9.8,-8,-3,-13,340,330,8.1,10.1,,,,,,
1/1/2018,498,440,444,54,58,5,386,76.51%,17,Great,1.12,,0,0,9.1,-5,3,-13,50,40,8.1,8.9,,,,,1,
1/2/2018,498,423,443,55,75,1,368,73.69%,24,Great,0.45,,0,0,9.1,-6,3,-17,90,90,6,6.9,1,,,,1,
1/3/2018,496,421,440,56,75,2,365,73.19%,17,Great,1.12,,0,0,9.1,1,14,-6,360,360,6.9,6.9,1,,,,1,
1/4/2018,496,425,440,56,71,,369,74.4%,22,Good,0.45,,0,0,9.1,4,12,-5,270,270,6.9,6.9,1,,,,1,
1/5/2018,496,428,439,57,68,1,371,74.6%,21,Good,1.12,,0,0,9.1,13,24,11,340,340,6.9,6.9,1,,,,1,
1/6/2018,496,415,438,58,81,2,357,71.57%,22,Good,7.61,,0,0,7.1,25,47,17,260,260,25.1,36.9,1,,,,1,
1/7/2018,496,425,441,55,71,3,370,73.99%,24,Great,5.82,,0,0,7.1,40,44,31,260,250,21.9,25.9,,,,,,
1/8/2018,496,443,441,55,53,14,388,75.4%,26,Great,2.01,,0,0,5.1,33,39,24,250,270,8.1,8.9,,,,,,
1/9/2018,495,442,438,57,53,16,385,74.55%,24,Great,2.91,,0,0,5.1,28,39,20,360,360,16.1,18.1,,,,,,
1/10/2018,495,436,439,56,59,15,380,73.74%,25,Great,7.16,,0.08,1.6,5.9,22,33,7,340,310,19.9,23,1,,,,1,
1/11/2018,495,424,438,57,71,12,367,71.72%,22,Good,1.79,,0.11,1.5,5.9,8,12,2,340,350,10.1,12.1,1,,,,1,
1/12/2018,495,429,438,57,66,10,372,73.13%,19,Good,2.01,,0.03,0.3,7.9,10,18,7,350,350,8.9,11,1,,,,,
1/13/2018,495,434,440,55,61,3,379,75.96%,28,Great,8.28,,0,0,7.9,26,45,16,250,270,29.1,36.9,1,,,1,,
1/14/2018,495,439,441,54,56,7,385,76.36%,21,Good,2.91,,0,0,5.9,32,34,20,260,260,10.1,10.1,,,,,,
1/15/2018,475,410,423,52,65,8,358,73.68%,25,Great,2.68,,0,0,5.1,30,31,14,270,270,8.1,8.9,,,,,,
1/16/2018,476,413,420,56,63,2,357,74.58%,20,Good,1.34,,0,0,5.1,14,24,3,160,260,6.9,8.1,1,1,,,,
1/17/2018,474,407,421,53,67,6,354,73.42%,22,Good,2.68,,0,0,5.1,17,29,9,230,350,8.9,12.1,1,,,,1,
1/18/2018,474,417,418,56,57,4,361,75.32%,20,Good,3.58,,0.1,0,5.1,27,44,18,320,270,16.1,17,1,,,,,
1/19/2018,474,418,419,55,56,3,363,75.95%,23,Great,6.71,,0.01,0,5.1,36,38,28,280,280,19.9,25.9,1,1,,,,
1/20/2018,474,423,419,55,51,9,368,75.74%,18,Good,5.59,,0,0,5.1,30,37,20,270,260,18.1,21.9,,,,,,
1/21/2018,475,423,421,54,52,5,369,76.63%,22,Good,2.01,,0,0,5.1,24,31,9,290,290,8.9,10.1,,,,,,
1/22/2018,475,423,421,54,52,13,369,74.95%,21,Good,4.47,,0,0,5.1,23,36,16,330,320,16.1,21,,,,,,
1/23/2018,475,418,420,55,57,18,363,72.63%,28,Great,7.16,,0,0,5.1,30,32,20,270,270,15,21,,,,,,
1/24/2018,474,415,419,55,59,15,360,72.78%,21,Good,7.38,,0,0,5.1,26,45,17,190,190,25.9,36,,,,,,
1/25/2018,474,414,416,58,60,6,356,73.84%,21,Good,7.16,,0,0,5.1,36,42,21,270,270,18.1,21.9,,,,,,
1/26/2018,474,412,418,56,62,3,356,74.47%,22,Good,5.59,,0,0,5.1,28,33,17,270,260,23,30,1,,,,1,
1/27/2018,474,407,418,56,67,3,351,73.42%,24,Great,2.01,,0,0,5.1,22,37,13,270,230,8.1,10.1,,,,,,
1/28/2018,474,415,421,53,59,,362,76.37%,26,Great,4.03,,0,0,5.1,30,38,23,10,280,16.1,21,,,,,,
1/29/2018,474,414,421,53,60,2,361,75.74%,24,Great,2.24,,0,0,5.1,31,42,24,240,250,13,15,,,,,,
1/30/2018,474,414,421,53,60,3,361,75.53%,27,Great,12.75,,0.01,0,3.1,38,51,30,250,240,32,42.1,1,,,,,
1/31/2018,474,400,422,52,74,2,348,73%,25,Great,13.65,,0,0,3.1,32,35,23,260,250,30,38,,,,,,
2/1/2018,474,398,423,51,76,2,347,72.78%,23,Great,3.8,,0,0,3.1,26,30,15,260,230,14.1,17,,,,,,
2/2/2018,474,399,422,52,75,2,347,72.78%,21,Good,7.38,,0,0,3.1,31,49,23,250,250,44.1,53.9,,,,,,
2/3/2018,474,393,423,51,81,2,342,71.73%,25,Great,12.97,,0.22,1.5,2,35,45,1,260,290,28,36,1,,,,,
2/4/2018,474,395,424,50,79,1,345,72.57%,23,Great,2.01,,0.16,2.5,3.1,5,19,0,280,290,14.1,18.1,1,,,1,1,
2/5/2018,474,404,424,50,70,1,354,74.47%,23,Great,6.04,,0.14,0.8,3.9,15,21,13,360,360,19.9,23,1,,,,,
2/6/2018,474,409,424,50,65,14,359,72.78%,27,Great,4.03,,0.08,0.8,3.9,17,25,10,350,340,16.1,19,1,,,,1,
2/7/2018,474,396,427,47,78,5,349,72.57%,24,Great,5.59,,0,0,3.9,21,46,16,270,260,21.9,28,,,,,,
2/8/2018,474,392,427,47,82,8,345,71.1%,23,Great,13.2,,0.05,0.5,2,39,48,4,260,300,30,40,1,,,,1,
2/9/2018,474,391,427,47,83,2,344,72.15%,19,Good,4.25,,0.19,2,3.1,5,9,1,280,270,14.1,16.1,1,,,,1,
2/10/2018,474,396,426,48,78,5,348,72.36%,24,Great,1.34,,0,0,3.1,4,14,-7,320,320,6.9,8.1,1,,,,1,
2/11/2018,474,401,427,47,73,2,354,74.26%,25,Great,8.05,,0.01,0.2,3.1,9,21,3,340,330,21.9,25.9,,,,,1,
2/12/2018,474,400,427,47,74,9,353,72.57%,23,Great,5.14,,0,0,2,4,12,-5,320,320,15,18.1,,,,,1,
2/13/2018,474,390,427,47,84,4,343,71.52%,17,Great,3.36,,0,0,2,5,29,-6,270,290,10.1,12.1,,,,,,
2/14/2018,474,383,430,44,91,5,339,70.46%,27,Great,7.16,,0.1,1.3,2,25,44,13,360,360,29.1,35.1,1,,,,,
2/15/2018,474,386,432,42,88,3,344,71.94%,19,Good,5.37,,0.03,0.4,3.1,16,20,2,330,340,16.1,19,1,,,,1,
2/16/2018,473,375,432,41,98,2,334,70.19%,25,Great,4.7,,0.01,0,2,13,31,4,260,260,21.9,25.9,1,,,,,
2/17/2018,472,380,429,43,92,,337,71.4%,22,Good,4.03,,0.01,0.5,2,25,30,12,330,330,21,27.1,1,,,,,
2/18/2018,471,394,426,45,77,1,349,73.89%,23,Great,11.63,,0.07,1.6,3.9,12,12,0,350,350,21,25.1,1,,,,1,
2/19/2018,471,380,426,45,91,3,335,70.49%,20,Good,5.82,,0.02,0.4,3.9,1,6,-6,310,310,13,14.1,1,,,,1,
2/20/2018,470,394,424,46,76,11,348,71.7%,14,Bad,2.24,,0,0,3.9,-4,8,-13,240,250,8.1,8.1,1,,,,1,
2/21/2018,470,405,425,45,65,12,360,74.04%,10,Bad,1.57,,0,0,3.9,0,15,-13,170,360,8.1,8.9,1,,,,1,
2/22/2018,470,402,425,45,68,10,357,73.83%,21,Good,5.59,,0,0,3.9,7,20,-3,290,320,15,17,1,,,,,
2/23/2018,470,390,424,46,80,7,344,71.7%,24,Great,5.37,,0,0,3.9,7,25,-5,280,280,23,29.1,,,,,,1
2/24/2018,470,387,424,46,83,4,341,71.7%,20,Good,7.83,,0,0,3.1,23,32,18,270,270,21.9,29.1,,,,,,
2/25/2018,470,396,425,45,74,4,351,73.83%,29,Great,12.75,,0,0,3.1,29,40,25,210,200,25.9,36,1,,,,,
2/26/2018,470,386,425,45,84,9,341,70.64%,22,Good,10.07,145,0,0,3.1,31,35,19,260,270,21,25.1,,,,,,
2/27/2018,470,389,424,46,81,3,343,72.34%,28,Great,10.07,805,0,0,3.1,24,31,19,250,240,23.9,33.1,,,,,,
2/28/2018,470,376,422,48,94,,328,69.79%,28,Great,4.03,1503,0,0,2,23,35,11,120,120,12.1,14.1,,,,,,
3/1/2018,470,367,421,49,103,2,318,67.23%,18,Good,4.92,,0,0,2,25,38,15,290,130,13,19.9,,,,,,
3/2/2018,470,366,423,47,104,4,319,67.02%,24,Great,6.04,,0.1,1.2,2,27,30,16,290,280,17,21,1,1,,,1,
3/3/2018,469,373,421,48,96,2,325,68.87%,24,Great,2.01,,0,1,3.9,20,25,13,260,350,8.1,11,1,1,,,1,
3/4/2018,469,379,420,49,90,1,330,70.15%,23,Great,6.26,,0.3,5.7,3.9,19,24,11,290,280,16.1,18.1,1,1,,,1,
3/5/2018,469,385,420,49,84,10,336,69.51%,21,Good,4.25,,0,0.2,7.1,17,36,9,310,320,28,36,1,,,,1,
3/6/2018,469,392,420,49,77,10,343,71%,28,Great,5.37,,0,0,5.9,30,36,15,260,250,13,16.1,,,,,,
3/7/2018,469,390,422,47,79,9,343,71.22%,21,Good,2.91,,0,0,5.9,23,39,8,310,310,8.1,8.9,,,,,,
3/8/2018,469,372,422,47,97,3,325,68.66%,21,Good,2.01,,0,0,3.9,29,42,22,260,320,10.1,11,1,,,,1,
3/9/2018,469,378,421,48,91,6,330,69.08%,19,Good,11.63,,0.02,0.2,3.9,39,48,31,290,270,28,35.1,1,,,,,
3/10/2018,470,387,420,50,83,5,337,70.64%,23,Great,5.59,,0,0,3.9,33,39,23,270,270,16.1,23,,,,,,
3/11/2018,470,387,421,49,83,1,338,71.7%,24,Great,1.79,,0,0,2,27,42,16,250,250,6.9,8.1,,,,,,
3/12/2018,470,385,417,53,85,2,332,70.21%,26,Great,1.12,,0,0,1.2,29,44,19,220,50,6,8.9,1,,,,,
3/13/2018,470,388,410,60,82,3,328,69.15%,27,Great,2.24,,0,0,1.2,30,44,18,260,260,8.1,8.1,1,,,,,
3/14/2018,470,386,411,59,84,3,327,68.94%,16,OK,3.8,,0.16,0,1.2,33,48,23,260,260,21.9,27.1,1,,,,,
3/15/2018,470,375,413,57,95,2,318,67.23%,23,Great,6.26,,0.38,0,0,39,44,31,260,260,21,25.9,1,1,,,,
3/16/2018,470,364,412,58,106,2,306,64.68%,21,Good,1.34,,0,0,0,35,47,26,80,230,8.1,10.1,,,,,,
3/17/2018,470,372,413,57,98,,315,67.02%,24,Great,5.82,,0.01,0,0,33,39,25,10,360,12.1,14.1,1,,,,1,
3/18/2018,469,400,415,54,69,,346,73.77%,22,Good,4.25,,0.11,1.4,1.2,33,38,31,280,280,13,15,1,,,,,
3/19/2018,469,406,415,54,63,4,352,74.2%,20,Good,6.26,,0,0,1.2,33,45,25,270,270,21.9,27.1,1,,,,,
3/20/2018,470,401,416,54,69,8,347,72.13%,27,Great,7.83,,0,0,0,36,46,24,270,250,23.9,32,,,,,1,
3/21/2018,470,403,414,56,67,12,347,71.28%,17,Great,1.12,,0,0,0,35,50,23,100,100,8.1,8.9,,,,,,
3/22/2018,470,406,414,56,64,8,350,72.77%,22,Good,2.91,,0,0,0,42,52,35,160,150,12.1,15,,,,,,
3/23/2018,470,405,415,55,65,5,350,73.4%,25,Great,11.18,,0,0,0,46,55,34,280,300,25.9,32,,,,,,
3/24/2018,470,405,415,55,65,7,350,72.98%,22,Good,6.93,,0,0,0,39,49,29,280,290,32,38.9,,,,,,
3/25/2018,470,406,417,53,64,4,353,74.26%,22,Good,2.91,,0,0,0,33,46,21,250,30,8.9,11,,,,,,
3/26/2018,470,400,417,53,70,4,347,72.98%,26,Great,11.86,,0,0,0,35,45,22,260,250,25.9,34,,,,,,
3/27/2018,470,395,416,54,75,2,341,72.13%,20,Good,11.63,,0,0,0,42,54,38,260,260,30,38.9,,,,,,
3/28/2018,469,384,415,54,85,3,330,69.72%,21,Good,14.54,,0.04,0,0,43,51,35,270,290,30,40,1,,,,,
3/29/2018,469,391,415,54,78,3,337,71.22%,25,Great,10.51,,0,0,0,41,52,31,270,280,25.1,34,,,,,,
3/30/2018,469,387,415,54,82,2,333,70.58%,24,Great,14.99,,0,0,0,46,58,16,280,280,40.9,53.9,,,,,1,
3/31/2018,469,393,415,54,76,1,339,72.07%,26,Great,7.38,,0.06,1,0,17,24,12,310,310,16.1,19,1,,,,1,
4/1/2018,469,388,418,51,81,,337,71.86%,19,Good,2.24,,0.08,0.3,0,22,40,14,270,110,6.9,10.1,1,1,,,,
4/2/2018,469,390,418,51,79,6,339,71%,22,Good,10.29,,0.12,1.5,0,27,33,13,310,320,25.9,30,1,1,,,1,
4/3/2018,469,395,418,51,74,21,344,68.87%,21,Good,3.8,,0,0,1.2,19,40,10,130,120,12.1,14.1,1,,,,,
4/4/2018,469,392,418,51,77,10,341,70.58%,22,Good,8.28,,0,0,0,38,51,27,250,260,23,32,,,,,,
4/5/2018,469,393,417,52,76,6,341,71.43%,22,Good,10.74,,0.18,1.5,1.2,32,41,18,360,350,21.9,27.1,1,,,,1,
4/6/2018,469,395,417,52,74,12,343,70.58%,20,Good,4.92,,0.17,1.5,3.1,20,29,14,300,320,12.1,14.1,1,,,,1,
4/7/2018,469,397,415,54,72,2,343,72.71%,23,Great,3.36,,0.06,0,1.2,26,43,20,270,280,23.9,31.1,1,,,,,
4/8/2018,469,405,415,54,64,3,351,74.2%,21,Good,10.96,,0,0,0,40,54,32,280,250,31.1,40.9,,,,,1,
4/9/2018,469,412,414,55,57,7,357,74.63%,24,Great,12.75,,0,0,0,46,57,38,260,280,28,34,,,,,,
4/10/2018,468,407,414,54,61,6,353,74.15%,28,Great,3.58,,0,0,0,44,57,29,250,280,15,18.1,,,,,,
4/11/2018,472,409,422,50,63,5,359,75%,25,Great,8.5,,0.05,0,0,49,59,37,250,260,21,25.1,,,,,,
4/12/2018,472,407,423,49,65,6,358,74.58%,21,Good,7.61,,0.44,1.3,0,40,41,31,270,250,25.1,33.1,1,1,,,1,
4/13/2018,472,406,423,49,66,2,357,75.21%,22,Good,15.43,,0,0,1.2,38,50,32,260,270,25.9,35.1,,,,,,
4/14/2018,472,412,422,50,60,5,362,75.64%,22,Good,6.49,,0,0,0,44,59,35,280,250,19.9,25.9,,,,,,
4/15/2018,491,433,442,49,58,2,384,77.8%,27,Great,4.7,,0.06,0,0,46,61,32,180,190,18.1,28,1,,,,,
4/16/2018,491,433,441,50,58,7,383,76.58%,21,Good,8.5,,0.23,0,0,46,51,37,270,270,23.9,29.1,1,,,,,
4/17/2018,492,443,440,52,49,22,391,75%,22,Good,12.3,,0,0,0,40,50,34,280,270,30,36.9,,,,,,
4/18/2018,492,443,441,51,49,12,392,77.24%,20,Good,4.7,,0,0,0,40,53,26,100,80,14.1,17,,,,,,
4/19/2018,492,437,441,51,55,13,386,75.81%,23,Great,5.59,,0,0,0,44,62,30,360,10,16.1,18.1,,,,,,
4/20/2018,492,418,441,51,74,5,367,73.58%,25,Great,5.37,,0,0,0,50,65,33,280,280,16.1,21,,,,,,
4/21/2018,491,428,439,52,63,4,376,75.76%,25,Great,8.95,,0,0,0,51,67,31,270,300,29.1,36,,,,,,
4/22/2018,491,427,439,52,64,5,375,75.36%,22,Good,7.61,,0,0,0,52,64,39,320,320,21,23.9,,,,,,
4/23/2018,491,429,439,52,62,5,377,75.76%,23,Great,7.83,,0.03,0,0,45,48,34,10,20,17,23,1,,,,,
4/24/2018,491,427,439,52,64,4,375,75.56%,19,Good,6.71,,0,0,0,42,62,27,100,80,19.9,25.1,,,,,,
4/25/2018,491,426,441,50,65,2,376,76.17%,23,Great,6.93,,0,0,0,48,67,33,10,20,23.9,31.1,,,,,,
4/26/2018,491,419,443,48,72,1,371,75.36%,26,Great,3.8,,0,0,0,49,72,32,90,110,13,16.1,,,,,,
4/27/2018,491,422,442,49,69,,373,75.97%,23,Great,5.14,,0,0,0,57,79,39,80,80,18.1,23,,,,,1,
4/28/2018,491,427,442,49,64,,378,76.99%,26,Great,9.62,,0,0,0,62,85,43,250,250,30,40,,,,,,
4/29/2018,491,419,445,46,72,2,373,75.56%,28,Great,10.74,,0.14,0,0,55,59,41,240,250,25.1,32,1,,,,,
4/30/2018,491,415,445,46,76,9,369,73.32%,20,Good,6.71,,0.05,0,0,44,53,39,290,330,14.1,19,,,,,,
5/1/2018,491,390,444,47,101,14,343,67.01%,19,Good,6.71,,0.12,0,0,47,56,38,340,330,23,29.1,,,,,,
5/2/2018,489,380,439,50,109,9,330,65.64%,22,Good,9.17,,0,0,0,48,62,36,290,300,23,31.1,,,,,,
5/3/2018,489,380,434,55,109,9,325,64.62%,19,Good,8.95,,0,0,0,56,71,43,280,290,23,28,,,,,,
5/4/2018,489,385,434,55,104,7,330,66.05%,23,Great,5.59,,0,0,0,59,77,42,290,260,21.9,30,,,,,,
5/5/2018,489,403,434,55,86,6,348,69.94%,24,Great,5.37,,0,0,0,61,72,50,240,240,25.1,32,,,,,1,
5/6/2018,489,410,435,54,79,6,356,71.57%,18,Good,6.49,,0.14,0,0,59,78,44,210,210,25.9,35.1,,,1,,,
5/7/2018,489,410,435,54,79,6,356,71.57%,19,Good,11.41,,0.03,0,0,58,65,43,300,260,23.9,30,,,,,,
5/8/2018,489,395,431,58,94,1,337,68.71%,19,Good,6.93,,0,0,0,59,77,44,280,280,17,23,,,,,,
5/9/2018,489,392,433,56,97,5,336,67.69%,29,Great,5.82,,0.53,0,0,60,71,45,260,270,36.9,45,1,,1,,,
5/10/2018,489,400,434,55,89,2,345,70.14%,17,Great,9.62,,0.29,0,0,57,66,46,250,260,29.1,36,1,,1,,,
5/11/2018,489,406,436,53,83,2,353,71.78%,21,Good,13.2,,0.3,0,0,46,48,41,340,330,21.9,28,1,,,,,
5/12/2018,489,401,436,53,88,4,348,70.35%,23,Great,5.82,,0,0,0,47,62,42,320,330,14.1,17,,,,,,
5/13/2018,489,408,437,52,81,3,356,72.19%,23,Great,5.82,,0,0,0,51,61,37,180,190,17,23,,,,,,
5/14/2018,489,415,437,52,74,7,363,72.8%,22,Good,2.91,,0.01,0,0,56,75,42,50,60,8.9,12.1,,,,,,
5/15/2018,489,418,437,52,71,22,366,70.35%,16,OK,4.92,,0,0,0,62,78,46,100,110,17,21,,,,,,
5/16/2018,489,415,437,52,74,20,363,70.14%,23,Great,5.14,,0.15,0,0,64,77,47,250,240,19.9,23.9,,,,,,
5/17/2018,488,408,436,52,80,10,356,70.9%,22,Good,9.4,,0,0,0,59,66,48,350,350,21,27.1,,,,,,
5/18/2018,488,400,436,52,88,6,348,70.08%,22,Good,10.96,,0.31,0,0,48,49,44,340,340,19.9,23,1,,,,,
5/19/2018,488,402,435,53,86,7,349,70.08%,22,Good,3.58,,0.08,0,0,47,58,44,340,50,8.1,11,1,,,,,
5/20/2018,488,399,435,53,89,5,346,69.88%,20,Good,4.03,,0,0,0,53,73,38,280,290,15,18.1,,,,,,
5/21/2018,488,411,435,53,77,9,358,71.52%,21,Good,3.8,,0,0,0,60,69,49,240,250,18.1,25.9,,,,,,
5/22/2018,488,421,434,54,67,4,367,74.39%,19,Good,4.25,,0,0,0,60,71,52,30,30,18.1,21,,,1,,,
5/23/2018,488,421,437,51,67,5,370,74.8%,24,Great,2.46,,0.01,0,0,58,67,47,60,60,13,15,,,,,,
5/24/2018,488,419,437,51,69,4,368,74.59%,24,Great,9.4,,0,0,0,62,77,48,290,270,25.9,33.1,,,,,,
5/25/2018,488,405,439,49,83,4,356,72.13%,22,Good,6.71,,0.02,0,0,67,81,50,160,150,28,35.1,,,1,,,
5/26/2018,488,401,439,49,87,5,352,71.11%,21,Good,6.93,,0,0,0,64,76,52,250,250,23,29.1,,,,,,
5/27/2018,487,408,440,47,79,7,361,72.69%,25,Great,6.26,,0,0,0,66,80,52,50,40,21,25.1,,,,,,
